,task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours,task_type
7870,TASK_72389,Task needs completion before end of the day.,High,2025-07-05,user_96,In Progress,2025-06-02,2.46,0.77,Other
7871,TASK_22951,Organize code comments and improve readability.,Low,2025-07-15,user_100,To Do,2025-05-28,9.84,9.13,Other
7872,TASK_70568,High priority task: Resolve server outage now.,,2025-07-12,user_83,Done,2025-05-29,13.45,15.03,Support
7873,TASK_63813,Clean up old branches from repository.,Low,2025-06-26,user_45,In Progress,2025-06-10,13.73,16.79,Other
7874,TASK_17209,Complete documentation for current sprint.,Medium,2025-07-23,,Blocked,2025-06-15,6.63,6.99,Documentation
7875,TASK_84707,Complete documentation for current sprint.,Medium,2025-08-11,user_55,To Do,2025-06-04,3.35,6.94,Documentation
7876,TASK_48249,Database optimization needed before backup.,High,2025-07-12,user_9,In Progress,2025-06-01,7.94,8.85,Other
7877,TASK_16536,Task needs completion before end of the day.,High,2025-08-05,user_67,To Do,2025-05-22,7.6,9.17,Other
7878,TASK_78841,Task needs completion before end of the day.,High,2025-08-16,user_15,Blocked,2025-06-08,6.78,6.52,Other
7879,TASK_37550,Update user avatars with new icons.,Low,2025-07-26,user_13,In Progress,2025-05-26,14.61,13.35,Other
7880,TASK_50713,Critical bug in production impacting all users.,Critical,2025-07-17,,To Do,2025-05-21,6.97,6.94,Debugging
7881,TASK_42348,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-18,user_75,Done,2025-06-11,6.97,9.02,Debugging
7882,TASK_47924,Task needs completion before end of the day.,High,2025-07-12,user_53,To Do,2025-06-10,3.28,6.17,Other
7883,TASK_10843,Refactor legacy module as per guidelines.,Medium,2025-06-25,user_22,In Progress,2025-06-07,7.92,7.39,Development
7884,TASK_89919,Database optimization needed before backup.,High,2025-08-09,user_35,To Do,2025-06-09,3.22,4.51,Other
7885,TASK_52979,Client report must be submitted by evening.,High,2025-07-29,user_81,To Do,2025-05-29,8.16,11.23,Other
7886,TASK_47536,Client report must be submitted by evening.,High,2025-07-06,user_33,Done,2025-05-25,8.84,8.1,Other
7887,TASK_90890,Clean up old branches from repository.,Low,2025-07-02,user_12,To Do,2025-06-03,2.32,2.36,Other
7888,TASK_76953,URGENT: System failure requires immediate attention.,Critical,2025-07-26,user_60,In Progress,2025-05-24,4.83,4.98,Debugging
7889,TASK_82897,Update user avatars with new icons.,Low,2025-08-05,user_28,In Progress,2025-06-06,10.35,13.16,Other
7890,TASK_48894,Complete documentation for current sprint.,Medium,2025-07-30,user_2,To Do,2025-06-16,3.85,3.42,Documentation
7891,TASK_36885,Organize code comments and improve readability.,Low,2025-07-25,user_64,Blocked,2025-06-17,2.97,2.22,Other
7892,TASK_93631,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-09,user_33,In Progress,2025-05-23,14.67,17.59,Debugging
7893,TASK_74256,Coordinate with design team on layout feedback.,Medium,2025-07-16,user_29,To Do,2025-06-09,7.23,9.43,Development
7894,TASK_72547,Code review required urgently for merge.,High,2025-06-28,user_22,In Progress,2025-06-04,8.54,9.45,Meeting
7895,TASK_22661,Coordinate with design team on layout feedback.,Medium,2025-06-28,user_9,Blocked,2025-05-22,11.65,13.44,Development
7896,TASK_13888,Schedule meeting with stakeholders next week.,Medium,2025-07-10,user_80,Blocked,2025-05-25,11.76,11.13,Meeting
7897,TASK_27586,Task needs completion before end of the day.,High,2025-07-07,user_33,To Do,2025-05-25,8.04,6.68,Other
7898,TASK_47761,Refactor legacy module as per guidelines.,Medium,2025-06-28,,Blocked,2025-05-21,8.58,7.35,Development
7899,TASK_65076,Conduct mid-cycle review of project progress.,Medium,2025-06-30,user_65,To Do,2025-05-26,14.86,16.65,Meeting
7900,TASK_28537,Update user avatars with new icons.,Low,2025-08-01,user_34,In Progress,2025-06-03,13.25,14.88,Other
7901,TASK_77102,Conduct mid-cycle review of project progress.,Medium,2025-06-30,user_73,In Progress,2025-05-24,3.61,3.22,Meeting
7902,TASK_82869,Prepare for upcoming product launch this week.,High,2025-07-02,user_53,To Do,2025-06-04,11.48,12.32,Other
7903,TASK_74352,Enhance logging for future debugging.,Low,2025-07-20,user_16,Blocked,2025-05-23,10.56,10.95,Debugging
7904,TASK_19126,Update user avatars with new icons.,,2025-07-04,user_49,Blocked,2025-06-13,15.6,17.74,Other
7905,TASK_12816,Complete documentation for current sprint.,,2025-07-28,user_25,Done,2025-06-04,3.64,4.08,Documentation
7906,TASK_88745,Complete documentation for current sprint.,Medium,2025-07-16,user_36,Done,2025-06-14,9.68,10.28,Documentation
7907,TASK_64508,Task needs completion before end of the day.,High,2025-08-10,user_24,In Progress,2025-05-28,14.83,14.79,Other
7908,TASK_62853,Conduct mid-cycle review of project progress.,Medium,2025-07-03,user_37,Done,2025-05-28,14.24,12.47,Meeting
7909,TASK_40854,Refactor legacy module as per guidelines.,Medium,2025-07-03,user_22,Blocked,2025-06-10,15.71,18.57,Development
7910,TASK_41823,Database optimization needed before backup.,High,2025-07-05,,Done,2025-06-16,11.66,13.12,Other
7911,TASK_32593,Database optimization needed before backup.,High,2025-06-24,user_36,Blocked,2025-05-31,13.67,17.36,Other
7912,TASK_54103,Update user avatars with new icons.,Low,2025-08-13,user_11,To Do,2025-05-28,6.03,9.71,Other
7913,TASK_68552,Database optimization needed before backup.,High,2025-07-02,user_79,To Do,2025-06-16,14.63,14.82,Other
7914,TASK_91952,Critical bug in production impacting all users.,Critical,2025-08-11,user_90,To Do,2025-06-08,11.71,10.67,Debugging
7915,TASK_55831,Code review required urgently for merge.,High,2025-07-20,user_4,Blocked,2025-05-29,7.96,8.94,Meeting
7916,TASK_58606,Update user avatars with new icons.,Low,2025-07-20,user_88,Blocked,2025-05-30,10.37,8.65,Other
7917,TASK_15014,Database optimization needed before backup.,High,2025-08-12,user_97,In Progress,2025-06-09,12.34,13.17,Other
7918,TASK_56627,Coordinate with design team on layout feedback.,Medium,2025-07-14,user_61,To Do,2025-05-20,10.67,9.06,Development
7919,TASK_24441,Refactor legacy module as per guidelines.,Medium,2025-08-11,user_73,To Do,2025-06-03,13.94,12.89,Development
7920,TASK_71071,Client report must be submitted by evening.,High,2025-07-07,user_81,Done,2025-06-14,2.83,3.39,Other
7921,TASK_51067,Prepare for upcoming product launch this week.,High,2025-07-11,user_21,To Do,2025-06-15,7.38,7.58,Other
7922,TASK_20589,Schedule meeting with stakeholders next week.,Medium,2025-06-30,user_37,To Do,2025-06-14,3.5,5.86,Meeting
7923,TASK_96853,Complete documentation for current sprint.,Medium,2025-06-25,user_69,In Progress,2025-06-17,9.99,11.01,Documentation
7924,TASK_11898,Refactor legacy module as per guidelines.,Medium,2025-07-11,user_28,To Do,2025-06-02,10.69,10.09,Development
7925,TASK_41486,Update user avatars with new icons.,Low,2025-08-16,user_100,Blocked,2025-06-14,15.85,16.77,Other
7926,TASK_52500,Prepare for upcoming product launch this week.,High,2025-07-21,user_60,Done,2025-05-20,6.17,9.97,Other
7927,TASK_77137,Improve UI consistency across all pages.,Low,2025-07-27,user_86,To Do,2025-06-06,15.97,15.23,Development
7928,TASK_14149,Immediate action required: Payment system down.,Critical,2025-08-03,user_59,In Progress,2025-06-11,8.22,9.74,Development
7929,TASK_97384,Organize code comments and improve readability.,Low,2025-07-06,user_46,Done,2025-06-15,13.5,12.82,Other
7930,TASK_11032,URGENT: System failure requires immediate attention.,Critical,2025-08-11,user_99,To Do,2025-05-31,2.83,3.66,Debugging
7931,TASK_55087,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-13,user_21,In Progress,2025-05-26,5.38,7.74,Debugging
7932,TASK_56877,Coordinate with design team on layout feedback.,Medium,2025-07-17,user_77,Done,2025-06-09,12.99,13.81,Development
7933,TASK_61553,Client report must be submitted by evening.,High,2025-07-13,user_37,To Do,2025-06-02,13.01,12.72,Other
7934,TASK_81592,Prepare for upcoming product launch this week.,High,2025-08-14,user_16,Blocked,2025-06-02,9.43,12.93,Other
7935,TASK_11497,Client report must be submitted by evening.,High,2025-07-11,user_86,To Do,2025-05-31,9.28,13.15,Other
7936,TASK_28340,Complete documentation for current sprint.,Medium,2025-07-01,user_71,To Do,2025-06-04,2.37,2.58,Documentation
7937,TASK_25059,Schedule meeting with stakeholders next week.,Medium,2025-08-09,user_47,To Do,2025-06-02,3.17,5.45,Meeting
7938,TASK_70107,Schedule meeting with stakeholders next week.,Medium,2025-07-08,user_51,Blocked,2025-05-22,6.81,4.99,Meeting
7939,TASK_32265,Prepare for upcoming product launch this week.,High,2025-07-29,user_20,In Progress,2025-06-04,2.89,4.37,Other
7940,TASK_87513,Organize code comments and improve readability.,Low,2025-06-21,user_93,Done,2025-06-06,7.88,8.34,Other
7941,TASK_69096,Task needs completion before end of the day.,High,2025-06-23,user_98,To Do,2025-05-28,11.39,14.63,Other
7942,TASK_32437,Refactor legacy module as per guidelines.,Medium,2025-08-15,user_51,To Do,2025-05-31,12.69,11.25,Development
7943,TASK_62398,Refactor legacy module as per guidelines.,Medium,2025-07-12,user_20,To Do,2025-05-31,15.59,18.65,Development
7944,TASK_52397,Coordinate with design team on layout feedback.,Medium,2025-07-18,user_41,Done,2025-05-20,4.65,4.63,Development
7945,TASK_93958,High priority task: Resolve server outage now.,Critical,2025-07-06,user_9,To Do,2025-06-12,9.06,12.85,Support
7946,TASK_77326,High priority task: Resolve server outage now.,Critical,2025-06-20,user_62,Blocked,2025-05-29,12.24,11.38,Support
7947,TASK_13638,Critical bug in production impacting all users.,Critical,2025-08-13,user_95,Blocked,2025-06-15,9.91,10.91,Debugging
7948,TASK_79931,Task needs completion before end of the day.,High,2025-08-09,user_66,Done,2025-05-31,7.96,7.67,Other
7949,TASK_52944,Complete documentation for current sprint.,Medium,2025-06-22,user_44,To Do,2025-06-09,5.16,6.07,Documentation
7950,TASK_93892,Prepare for upcoming product launch this week.,High,2025-07-23,user_1,Blocked,2025-06-05,4.71,7.31,Other
7951,TASK_22193,Prepare for upcoming product launch this week.,High,2025-07-25,user_40,To Do,2025-05-28,7.0,6.62,Other
7952,TASK_69939,Conduct mid-cycle review of project progress.,Medium,2025-07-06,user_33,In Progress,2025-05-29,10.85,9.63,Meeting
7953,TASK_46750,Critical bug in production impacting all users.,Critical,2025-08-15,user_99,In Progress,2025-05-21,13.19,15.5,Debugging
7954,TASK_32421,Clean up old branches from repository.,Low,2025-08-14,user_17,To Do,2025-06-17,13.99,15.18,Other
7955,TASK_77436,URGENT: System failure requires immediate attention.,Critical,2025-06-23,user_87,To Do,2025-06-08,5.56,5.13,Debugging
7956,TASK_38476,Database optimization needed before backup.,High,2025-06-25,user_42,To Do,2025-06-11,5.38,3.94,Other
7957,TASK_61509,Prepare for upcoming product launch this week.,High,2025-07-19,user_58,Done,2025-05-27,12.72,12.59,Other
7958,TASK_47652,Database optimization needed before backup.,High,2025-07-22,,Blocked,2025-06-12,11.18,13.01,Other
7959,TASK_80704,Prepare for upcoming product launch this week.,High,2025-08-17,user_82,To Do,2025-06-06,6.5,4.81,Other
7960,TASK_10767,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-07,user_87,In Progress,2025-06-05,15.36,16.38,Debugging
7961,TASK_75476,Improve UI consistency across all pages.,Low,2025-07-02,user_75,Blocked,2025-06-14,12.31,13.61,Development
7962,TASK_71810,Refactor legacy module as per guidelines.,Medium,2025-06-29,user_81,Blocked,2025-06-16,13.79,14.34,Development
7963,TASK_23055,Improve UI consistency across all pages.,Low,2025-07-11,user_63,Done,2025-06-09,9.87,11.19,Development
7964,TASK_18559,Task needs completion before end of the day.,,2025-08-17,user_7,Done,2025-06-06,8.45,6.92,Other
7965,TASK_55955,Conduct mid-cycle review of project progress.,Medium,2025-06-22,user_44,To Do,2025-05-24,11.73,11.8,Meeting
7966,TASK_90226,URGENT: System failure requires immediate attention.,Critical,2025-06-19,user_84,In Progress,2025-06-12,8.38,7.09,Debugging
7967,TASK_38233,Critical bug in production impacting all users.,Critical,2025-07-01,user_89,Blocked,2025-06-11,5.14,6.9,Debugging
7968,TASK_70967,Client report must be submitted by evening.,High,2025-07-05,,In Progress,2025-05-28,14.31,13.63,Other
7969,TASK_90304,Code review required urgently for merge.,High,2025-07-17,user_8,Done,2025-05-21,11.84,15.17,Meeting
7970,TASK_24767,Coordinate with design team on layout feedback.,Medium,2025-07-06,user_27,To Do,2025-05-24,15.57,18.83,Development
7971,TASK_64566,URGENT: System failure requires immediate attention.,Critical,2025-08-03,user_85,Done,2025-05-31,6.77,7.24,Debugging
7972,TASK_76419,Prepare for upcoming product launch this week.,High,2025-07-19,user_85,In Progress,2025-06-05,10.42,9.83,Other
7973,TASK_63198,Clean up old branches from repository.,Low,2025-06-29,user_10,Done,2025-06-05,10.62,12.17,Other
7974,TASK_56499,Complete documentation for current sprint.,Medium,2025-08-09,user_69,To Do,2025-06-06,12.49,12.28,Documentation
7975,TASK_49348,Database optimization needed before backup.,High,2025-06-28,user_99,To Do,2025-05-21,13.17,12.89,Other
7976,TASK_10749,High priority task: Resolve server outage now.,Critical,2025-07-19,user_6,In Progress,2025-06-13,2.5,2.45,Support
7977,TASK_44569,Organize code comments and improve readability.,Low,2025-06-19,user_60,Blocked,2025-06-05,9.66,10.41,Other
7978,TASK_55309,Prepare for upcoming product launch this week.,High,2025-08-13,user_93,Blocked,2025-05-20,10.04,11.1,Other
7979,TASK_54571,Task needs completion before end of the day.,High,2025-08-11,user_25,Done,2025-05-25,2.22,2.21,Other
7980,TASK_17780,Improve UI consistency across all pages.,Low,2025-06-28,user_70,Blocked,2025-06-02,4.23,5.5,Development
7981,TASK_70027,Database optimization needed before backup.,High,2025-07-26,user_16,To Do,2025-06-17,15.02,17.87,Other
7982,TASK_35552,High priority task: Resolve server outage now.,Critical,2025-07-18,user_28,Blocked,2025-06-13,11.05,9.12,Support
7983,TASK_86170,Organize code comments and improve readability.,Low,2025-07-25,user_96,Blocked,2025-06-15,10.33,11.41,Other
7984,TASK_26077,Code review required urgently for merge.,High,2025-06-30,user_37,In Progress,2025-05-25,7.95,10.4,Meeting
7985,TASK_90543,Enhance logging for future debugging.,,2025-07-27,user_4,In Progress,2025-06-01,14.0,12.02,Debugging
7986,TASK_59532,URGENT: System failure requires immediate attention.,Critical,2025-07-13,user_39,Blocked,2025-06-02,7.21,8.71,Debugging
7987,TASK_35991,Conduct mid-cycle review of project progress.,Medium,2025-08-02,user_58,In Progress,2025-06-12,5.85,5.72,Meeting
7988,TASK_31423,Immediate action required: Payment system down.,Critical,2025-07-18,user_32,To Do,2025-05-28,2.46,1.22,Development
7989,TASK_85466,Task needs completion before end of the day.,High,2025-07-15,user_1,Blocked,2025-06-04,3.48,3.26,Other
7990,TASK_45727,Prepare for upcoming product launch this week.,High,2025-07-06,user_81,In Progress,2025-05-31,9.85,10.53,Other
7991,TASK_22016,Organize code comments and improve readability.,Low,2025-08-05,user_18,To Do,2025-05-26,15.8,17.08,Other
7992,TASK_33648,Update user avatars with new icons.,Low,2025-07-18,user_21,To Do,2025-06-18,3.88,3.75,Other
7993,TASK_18978,URGENT: System failure requires immediate attention.,Critical,2025-06-29,user_50,Done,2025-05-21,11.62,12.12,Debugging
7994,TASK_50344,Code review required urgently for merge.,High,2025-07-29,user_58,In Progress,2025-05-25,14.96,13.44,Meeting
7995,TASK_25349,Improve UI consistency across all pages.,Low,2025-06-26,user_44,Blocked,2025-06-09,6.58,6.9,Development
7996,TASK_46906,Database optimization needed before backup.,High,2025-07-14,user_40,To Do,2025-05-21,5.68,8.14,Other
7997,TASK_48562,Improve UI consistency across all pages.,Low,2025-07-14,user_74,Blocked,2025-06-03,4.21,6.55,Development
7998,TASK_72194,Update user avatars with new icons.,Low,2025-06-19,user_60,Blocked,2025-06-07,5.62,4.59,Other
7999,TASK_49447,Improve UI consistency across all pages.,Low,2025-06-25,user_86,Done,2025-06-14,12.43,16.18,Development
8000,TASK_71415,Organize code comments and improve readability.,Low,2025-07-19,user_91,Done,2025-06-18,9.77,10.15,Other
8001,TASK_26078,Enhance logging for future debugging.,Low,2025-07-24,user_80,To Do,2025-06-05,5.07,6.31,Debugging
8002,TASK_98243,Clean up old branches from repository.,Low,2025-08-12,user_84,To Do,2025-05-21,11.77,13.69,Other
8003,TASK_19146,Improve UI consistency across all pages.,Low,2025-07-02,user_86,In Progress,2025-06-18,6.33,9.46,Development
8004,TASK_43435,Task needs completion before end of the day.,High,2025-07-01,,In Progress,2025-06-05,3.64,1.95,Other
8005,TASK_52310,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-24,user_95,Blocked,2025-05-24,4.76,3.36,Debugging
8006,TASK_25914,Database optimization needed before backup.,High,2025-06-26,user_16,Blocked,2025-05-25,11.93,14.67,Other
8007,TASK_74222,Refactor legacy module as per guidelines.,Medium,2025-06-21,user_26,Done,2025-06-08,8.1,11.75,Development
8008,TASK_70468,Immediate action required: Payment system down.,Critical,2025-08-04,user_58,To Do,2025-06-14,11.32,15.17,Development
8009,TASK_29640,Schedule meeting with stakeholders next week.,Medium,2025-06-26,,To Do,2025-06-16,2.69,3.65,Meeting
8010,TASK_34077,Refactor legacy module as per guidelines.,Medium,2025-08-09,user_78,In Progress,2025-06-17,12.74,11.38,Development
8011,TASK_57136,Update user avatars with new icons.,Low,2025-07-08,user_32,In Progress,2025-06-16,12.44,15.65,Other
8012,TASK_45163,Critical bug in production impacting all users.,,2025-07-27,user_63,Blocked,2025-05-26,8.95,10.18,Debugging
8013,TASK_41157,Update user avatars with new icons.,Low,2025-08-10,user_30,In Progress,2025-06-08,4.56,4.42,Other
8014,TASK_73929,Task needs completion before end of the day.,High,2025-08-08,user_96,Done,2025-06-17,5.03,5.23,Other
8015,TASK_53888,Coordinate with design team on layout feedback.,Medium,2025-08-14,user_36,To Do,2025-05-22,9.65,11.32,Development
8016,TASK_72829,Schedule meeting with stakeholders next week.,Medium,2025-07-29,user_99,To Do,2025-05-24,15.45,14.68,Meeting
8017,TASK_86168,Client report must be submitted by evening.,High,2025-07-10,user_12,Blocked,2025-06-05,12.19,12.14,Other
8018,TASK_33961,Schedule meeting with stakeholders next week.,Medium,2025-08-01,user_75,Blocked,2025-05-23,9.57,12.92,Meeting
8019,TASK_10901,Coordinate with design team on layout feedback.,Medium,2025-07-07,user_14,To Do,2025-06-17,6.08,7.23,Development
8020,TASK_79388,Code review required urgently for merge.,High,2025-07-17,user_76,Done,2025-06-18,12.25,15.17,Meeting
8021,TASK_94808,Clean up old branches from repository.,,2025-07-16,user_49,Blocked,2025-06-18,10.78,9.93,Other
8022,TASK_41014,Critical bug in production impacting all users.,Critical,2025-08-16,user_28,Done,2025-05-24,11.53,10.93,Debugging
8023,TASK_17349,Code review required urgently for merge.,High,2025-06-22,user_20,Blocked,2025-06-07,3.45,4.74,Meeting
8024,TASK_67231,Code review required urgently for merge.,High,2025-07-16,user_78,Blocked,2025-05-26,13.91,17.64,Meeting
8025,TASK_25334,Task needs completion before end of the day.,High,2025-08-10,user_66,Blocked,2025-05-20,10.63,12.46,Other
8026,TASK_83364,Update user avatars with new icons.,Low,2025-08-12,user_17,Blocked,2025-05-28,4.81,5.55,Other
8027,TASK_20852,Task needs completion before end of the day.,High,2025-07-08,user_42,To Do,2025-05-22,8.95,11.68,Other
8028,TASK_13010,URGENT: System failure requires immediate attention.,Critical,2025-08-13,user_77,To Do,2025-05-24,15.81,18.85,Debugging
8029,TASK_71262,Code review required urgently for merge.,High,2025-06-21,user_43,To Do,2025-06-04,6.86,9.68,Meeting
8030,TASK_70139,Critical bug in production impacting all users.,Critical,2025-08-07,user_99,Done,2025-06-02,6.75,4.88,Debugging
8031,TASK_20421,Improve UI consistency across all pages.,Low,2025-06-19,user_66,In Progress,2025-05-20,9.93,10.82,Development
8032,TASK_73007,Task needs completion before end of the day.,High,2025-07-07,user_85,In Progress,2025-06-14,14.34,18.24,Other
8033,TASK_58326,Client report must be submitted by evening.,,2025-06-24,user_81,Done,2025-06-12,7.72,5.73,Other
8034,TASK_77794,Client report must be submitted by evening.,High,2025-07-12,user_44,To Do,2025-06-13,15.53,16.28,Other
8035,TASK_40269,Update user avatars with new icons.,Low,2025-07-06,user_13,Done,2025-05-24,3.85,3.86,Other
8036,TASK_41967,Critical bug in production impacting all users.,Critical,2025-08-02,user_12,In Progress,2025-06-04,5.47,6.54,Debugging
8037,TASK_30614,Critical bug in production impacting all users.,Critical,2025-07-24,user_29,To Do,2025-06-04,15.3,14.73,Debugging
8038,TASK_23836,Conduct mid-cycle review of project progress.,Medium,2025-07-13,user_93,Blocked,2025-06-02,10.74,13.01,Meeting
8039,TASK_85305,Refactor legacy module as per guidelines.,Medium,2025-06-23,user_69,Blocked,2025-06-13,11.28,14.74,Development
8040,TASK_75437,Organize code comments and improve readability.,,2025-07-30,user_25,In Progress,2025-06-17,4.39,3.33,Other
8041,TASK_50903,Schedule meeting with stakeholders next week.,Medium,2025-06-30,user_30,In Progress,2025-06-14,13.19,13.3,Meeting
8042,TASK_65027,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-08,user_9,In Progress,2025-06-08,13.92,13.67,Debugging
8043,TASK_98855,Immediate action required: Payment system down.,Critical,2025-06-28,user_9,Done,2025-05-23,15.87,19.76,Development
8044,TASK_72039,Refactor legacy module as per guidelines.,Medium,2025-07-25,user_61,To Do,2025-05-20,12.5,14.51,Development
8045,TASK_28487,Refactor legacy module as per guidelines.,Medium,2025-07-27,user_27,Done,2025-05-29,12.14,15.42,Development
8046,TASK_76859,Conduct mid-cycle review of project progress.,Medium,2025-06-28,user_34,To Do,2025-06-16,2.66,6.39,Meeting
8047,TASK_23036,Code review required urgently for merge.,High,2025-07-23,user_86,In Progress,2025-05-23,7.84,11.13,Meeting
8048,TASK_96610,Task needs completion before end of the day.,High,2025-06-20,user_31,Blocked,2025-06-17,5.49,3.55,Other
8049,TASK_88271,Refactor legacy module as per guidelines.,,2025-08-03,user_59,Done,2025-05-24,5.4,6.86,Development
8050,TASK_66741,URGENT: System failure requires immediate attention.,Critical,2025-07-01,user_85,Done,2025-05-21,11.53,14.03,Debugging
8051,TASK_37860,Improve UI consistency across all pages.,Low,2025-08-05,user_73,In Progress,2025-06-09,2.21,4.74,Development
8052,TASK_85527,Improve UI consistency across all pages.,Low,2025-06-25,user_75,Done,2025-05-26,2.24,4.9,Development
8053,TASK_44111,Improve UI consistency across all pages.,Low,2025-08-15,user_62,To Do,2025-06-02,5.07,4.12,Development
8054,TASK_77848,Update user avatars with new icons.,Low,2025-07-27,,To Do,2025-06-15,12.5,12.92,Other
8055,TASK_71131,Client report must be submitted by evening.,High,2025-08-13,user_99,To Do,2025-06-07,12.08,15.15,Other
8056,TASK_69746,Critical bug in production impacting all users.,Critical,2025-08-11,user_81,In Progress,2025-05-24,3.86,4.08,Debugging
8057,TASK_64155,Client report must be submitted by evening.,High,2025-06-30,user_17,In Progress,2025-05-24,8.84,10.49,Other
8058,TASK_18147,Critical bug in production impacting all users.,Critical,2025-07-03,user_77,Done,2025-06-12,6.02,9.39,Debugging
8059,TASK_42722,Critical bug in production impacting all users.,Critical,2025-07-08,user_62,Blocked,2025-06-17,13.99,13.5,Debugging
8060,TASK_99480,Refactor legacy module as per guidelines.,Medium,2025-07-21,user_48,Done,2025-05-28,10.88,12.49,Development
8061,TASK_51382,Improve UI consistency across all pages.,Low,2025-08-09,user_57,Done,2025-06-10,8.71,10.13,Development
8062,TASK_94592,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-13,user_44,To Do,2025-06-03,11.91,12.91,Debugging
8063,TASK_72221,Schedule meeting with stakeholders next week.,Medium,2025-06-27,user_30,In Progress,2025-05-25,10.57,9.77,Meeting
8064,TASK_56139,Organize code comments and improve readability.,Low,2025-06-29,user_80,Blocked,2025-06-18,12.48,13.32,Other
8065,TASK_71402,Clean up old branches from repository.,Low,2025-08-05,user_2,Done,2025-05-27,2.52,1.58,Other
8066,TASK_34045,Improve UI consistency across all pages.,Low,2025-07-15,user_94,Blocked,2025-06-02,15.82,17.25,Development
8067,TASK_17109,Critical bug in production impacting all users.,Critical,2025-07-01,user_85,To Do,2025-06-14,15.93,19.81,Debugging
8068,TASK_83537,Critical bug in production impacting all users.,Critical,2025-08-14,user_49,Blocked,2025-06-18,15.14,15.61,Debugging
8069,TASK_95045,Critical bug in production impacting all users.,Critical,2025-08-04,,To Do,2025-06-04,3.48,6.75,Debugging
8070,TASK_46448,Coordinate with design team on layout feedback.,Medium,2025-08-14,user_38,To Do,2025-05-23,11.68,13.13,Development
8071,TASK_86642,High priority task: Resolve server outage now.,Critical,2025-08-04,user_95,In Progress,2025-05-28,13.98,17.11,Support
8072,TASK_29883,Client report must be submitted by evening.,,2025-08-13,user_67,To Do,2025-05-26,13.47,13.48,Other
8073,TASK_98042,Database optimization needed before backup.,High,2025-07-13,user_32,Blocked,2025-05-30,10.04,9.19,Other
8074,TASK_69951,Immediate action required: Payment system down.,Critical,2025-07-08,user_72,To Do,2025-05-20,13.38,12.48,Development
8075,TASK_63355,Update user avatars with new icons.,Low,2025-07-27,user_57,In Progress,2025-06-10,3.35,3.79,Other
8076,TASK_18812,Refactor legacy module as per guidelines.,Medium,2025-06-28,,In Progress,2025-05-23,10.63,11.36,Development
8077,TASK_92332,Database optimization needed before backup.,High,2025-07-29,user_94,To Do,2025-06-17,11.05,14.27,Other
8078,TASK_70236,Update user avatars with new icons.,Low,2025-08-06,user_86,In Progress,2025-06-02,2.93,3.91,Other
8079,TASK_59245,High priority task: Resolve server outage now.,Critical,2025-07-13,user_22,Blocked,2025-06-09,10.53,10.72,Support
8080,TASK_99736,Critical bug in production impacting all users.,Critical,2025-07-17,user_70,Blocked,2025-06-10,10.22,12.32,Debugging
8081,TASK_44273,Code review required urgently for merge.,High,2025-07-06,user_40,Done,2025-06-01,4.46,5.04,Meeting
8082,TASK_16879,Schedule meeting with stakeholders next week.,Medium,2025-06-20,user_76,Done,2025-06-12,9.03,10.51,Meeting
8083,TASK_94526,Client report must be submitted by evening.,High,2025-07-12,user_45,Blocked,2025-06-03,9.25,11.33,Other
8084,TASK_92558,Enhance logging for future debugging.,Low,2025-07-15,,Done,2025-06-06,13.0,11.87,Debugging
8085,TASK_79523,Schedule meeting with stakeholders next week.,Medium,2025-07-06,user_1,To Do,2025-06-05,10.9,9.33,Meeting
8086,TASK_37270,Organize code comments and improve readability.,Low,2025-07-30,user_46,Blocked,2025-06-08,3.39,2.04,Other
8087,TASK_57211,URGENT: System failure requires immediate attention.,Critical,2025-06-30,user_22,In Progress,2025-06-09,4.1,7.56,Debugging
8088,TASK_63269,High priority task: Resolve server outage now.,Critical,2025-08-09,user_31,In Progress,2025-06-02,15.05,13.62,Support
8089,TASK_97792,Database optimization needed before backup.,High,2025-07-26,user_84,Blocked,2025-05-30,15.15,18.24,Other
8090,TASK_67087,Task needs completion before end of the day.,High,2025-06-27,user_35,Done,2025-05-28,10.75,10.8,Other
8091,TASK_17063,Task needs completion before end of the day.,High,2025-06-28,user_20,In Progress,2025-06-16,8.53,8.96,Other
8092,TASK_86750,Refactor legacy module as per guidelines.,Medium,2025-06-23,,To Do,2025-06-07,14.7,14.26,Development
8093,TASK_64651,Clean up old branches from repository.,Low,2025-06-20,user_58,Blocked,2025-06-05,13.36,14.56,Other
8094,TASK_77510,Database optimization needed before backup.,High,2025-08-04,user_79,Blocked,2025-06-01,7.96,6.21,Other
8095,TASK_14811,Enhance logging for future debugging.,Low,2025-08-05,user_31,Blocked,2025-06-10,8.05,10.83,Debugging
8096,TASK_83481,Schedule meeting with stakeholders next week.,Medium,2025-07-04,user_76,In Progress,2025-05-23,5.58,7.24,Meeting
8097,TASK_20285,Complete documentation for current sprint.,Medium,2025-07-22,user_80,In Progress,2025-06-13,10.56,13.33,Documentation
