task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_34420,Code review required urgently for merge.,High,2025-07-25,user_25,Completed,2025-05-27,14.85,16.06
TASK_70126,Code review required urgently for merge.,High,2025-07-20,user_16,Completed,2025-06-01,10.89,14.5
TASK_53854,Code review required urgently for merge.,High,2025-08-04,user_28,Completed,2025-06-02,14.98,14.16
TASK_92731,Schedule meeting with stakeholders next week.,Medium,2025-08-12,user_38,In Progress,2025-06-02,10.62,14.11
TASK_47816,Task needs completion before end of the day.,High,2025-08-08,user_30,In Progress,2025-06-11,9.54,10.88
TASK_97447,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-22,user_53,Completed,2025-06-14,6.14,5.87
TASK_43149,Organize code comments and improve readability.,Low,2025-07-05,user_26,To Do,2025-05-24,8.45,7.12
TASK_61090,Enhance logging for future debugging.,Low,2025-07-09,user_78,,2025-06-15,2.78,3.07
TASK_67239,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-22,user_31,To Do,2025-05-26,12.95,14.86
TASK_39841,Database optimization needed before backup.,High,2025-07-20,user_94,To Do,2025-05-31,15.89,18.01
TASK_12842,Complete documentation for current sprint.,Medium,2025-07-13,user_26,Completed,2025-06-15,9.47,9.12
TASK_83780,Organize code comments and improve readability.,Low,2025-08-03,user_52,To Do,2025-05-30,14.4,18.24
TASK_70031,Conduct mid-cycle review of project progress.,Medium,2025-07-02,user_95,Completed,2025-06-15,7.35,9.43
TASK_70604,Client report must be submitted by evening.,High,2025-07-17,user_51,To Do,2025-06-09,9.3,9.59
TASK_79260,URGENT: System failure requires immediate attention.,Critical,2025-07-17,user_64,To Do,2025-06-03,8.3,9.67
TASK_11253,Conduct mid-cycle review of project progress.,Medium,2025-08-09,user_58,In Progress,2025-05-28,15.11,14.83
TASK_81037,Update user avatars with new icons.,Low,2025-08-12,user_15,In Progress,2025-06-15,8.61,7.76
TASK_36104,Clean up old branches from repository.,Low,2025-07-22,user_64,Completed,2025-06-13,15.41,13.42
TASK_23410,Refactor legacy module as per guidelines.,Medium,2025-08-12,user_1,Completed,2025-06-09,15.44,14.36
TASK_19145,Organize code comments and improve readability.,Low,2025-06-21,user_17,Completed,2025-06-16,11.42,15.28
TASK_40724,Schedule meeting with stakeholders next week.,Medium,2025-07-27,user_19,In Progress,2025-06-03,2.61,5.82
TASK_56558,Code review required urgently for merge.,High,2025-07-07,user_26,In Progress,2025-05-22,3.74,3.85
TASK_92813,Clean up old branches from repository.,Low,2025-07-16,user_40,In Progress,2025-06-03,7.53,8.94
TASK_52252,Improve UI consistency across all pages.,Low,2025-07-07,user_17,To Do,2025-06-16,3.05,1.37
TASK_58185,Task needs completion before end of the day.,High,2025-08-07,user_56,To Do,2025-06-11,14.95,16.17
TASK_61299,Improve UI consistency across all pages.,Low,2025-07-09,user_87,In Progress,2025-06-12,15.85,17.9
TASK_25497,Task needs completion before end of the day.,High,2025-07-24,user_15,To Do,2025-05-25,12.56,16.37
TASK_99018,Code review required urgently for merge.,High,2025-06-21,user_69,In Progress,2025-06-02,5.92,4.8
TASK_40146,Organize code comments and improve readability.,Low,2025-08-15,user_23,In Progress,2025-06-11,3.26,1.69
TASK_39760,Conduct mid-cycle review of project progress.,Medium,2025-06-20,user_80,Completed,2025-05-22,5.99,9.04
TASK_74458,High priority task: Resolve server outage now.,Critical,2025-07-21,user_81,In Progress,2025-05-28,5.89,9.68
TASK_12855,Enhance logging for future debugging.,Low,2025-06-26,,Completed,2025-06-04,8.5,8.99
TASK_52498,Prepare for upcoming product launch this week.,High,2025-08-09,user_34,Completed,2025-06-17,15.77,14.91
TASK_36247,Task needs completion before end of the day.,High,2025-06-27,user_38,To Do,2025-06-12,13.39,12.21
TASK_66960,Complete documentation for current sprint.,Medium,2025-08-16,,Completed,2025-05-22,14.79,14.87
TASK_32164,URGENT: System failure requires immediate attention.,Critical,2025-06-22,,To Do,2025-05-25,3.36,2.77
TASK_87616,Immediate action required: Payment system down.,Critical,2025-08-05,user_24,In Progress,2025-06-12,4.41,4.62
TASK_19882,Improve UI consistency across all pages.,Low,2025-06-27,user_23,Completed,2025-06-09,14.2,14.04
TASK_46277,,Low,2025-08-08,user_36,To Do,2025-05-21,8.45,7.39
TASK_47208,Code review required urgently for merge.,High,2025-07-14,user_17,To Do,2025-06-15,4.6,6.6
TASK_65019,Schedule meeting with stakeholders next week.,Medium,2025-06-20,user_2,In Progress,2025-06-18,5.28,9.11
TASK_28429,Enhance logging for future debugging.,Low,2025-06-19,,Completed,2025-06-18,3.57,4.82
TASK_79137,High priority task: Resolve server outage now.,Critical,2025-07-14,user_54,Completed,2025-06-14,8.85,7.09
TASK_92886,Code review required urgently for merge.,High,2025-07-25,user_77,Completed,2025-06-09,7.85,11.13
TASK_70027,Database optimization needed before backup.,High,2025-07-26,user_16,To Do,2025-06-17,15.02,17.87
TASK_60274,Task needs completion before end of the day.,High,2025-07-03,user_88,Completed,2025-06-18,10.35,8.94
TASK_42451,Conduct mid-cycle review of project progress.,Medium,2025-07-24,user_27,Completed,2025-05-28,13.91,13.47
TASK_38277,Conduct mid-cycle review of project progress.,Medium,2025-06-21,user_20,Completed,2025-06-11,10.21,8.41
TASK_78617,Prepare for upcoming product launch this week.,High,2025-06-30,user_36,In Progress,2025-05-27,7.81,9.85
TASK_85241,Complete documentation for current sprint.,,2025-08-08,user_6,To Do,2025-06-12,5.0,8.01
TASK_82448,Prepare for upcoming product launch this week.,High,2025-08-01,user_35,To Do,2025-06-17,2.44,5.3
TASK_75782,Coordinate with design team on layout feedback.,Medium,2025-06-21,,Completed,2025-05-24,6.32,9.16
TASK_62065,Code review required urgently for merge.,High,2025-07-04,user_4,In Progress,2025-06-12,13.52,14.13
TASK_92491,Critical bug in production impacting all users.,Critical,2025-07-24,,To Do,2025-06-06,8.03,7.13
TASK_18294,Update user avatars with new icons.,Low,2025-08-09,user_60,To Do,2025-05-25,12.33,10.94
TASK_16948,URGENT: System failure requires immediate attention.,Critical,2025-07-26,user_86,Completed,2025-05-22,8.12,11.21
TASK_51677,High priority task: Resolve server outage now.,Critical,2025-08-06,user_52,Completed,2025-06-18,7.35,7.6
TASK_44083,Code review required urgently for merge.,High,2025-07-23,user_87,Completed,2025-06-18,12.89,11.48
TASK_67713,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-27,user_83,In Progress,2025-06-06,6.96,7.85
TASK_47774,High priority task: Resolve server outage now.,Critical,2025-07-02,user_90,Completed,2025-05-27,10.81,12.61
TASK_33512,Conduct mid-cycle review of project progress.,Medium,2025-07-08,user_48,Completed,2025-06-10,7.76,10.92
TASK_36181,Organize code comments and improve readability.,Low,2025-06-24,user_6,To Do,2025-05-25,5.0,4.14
TASK_60933,Prepare for upcoming product launch this week.,High,2025-07-16,,Completed,2025-06-10,13.68,12.24
TASK_47290,High priority task: Resolve server outage now.,Critical,2025-07-10,user_88,Completed,2025-06-11,8.59,7.17
TASK_24187,Task needs completion before end of the day.,High,2025-06-21,user_46,To Do,2025-06-05,15.12,15.49
TASK_26660,Refactor legacy module as per guidelines.,Medium,2025-07-22,user_51,To Do,2025-05-20,5.76,7.36
TASK_87669,Improve UI consistency across all pages.,Low,2025-07-31,user_38,Completed,2025-05-23,7.2,10.38
TASK_22059,Critical bug in production impacting all users.,Critical,2025-08-01,user_94,In Progress,2025-06-11,12.92,11.28
TASK_61833,Immediate action required: Payment system down.,Critical,2025-06-22,user_15,To Do,2025-05-21,11.37,12.26
TASK_45932,Improve UI consistency across all pages.,Low,2025-06-24,user_80,In Progress,2025-06-13,13.56,12.83
TASK_51357,Update user avatars with new icons.,Low,2025-06-24,user_6,To Do,2025-06-09,12.79,10.99
TASK_31180,Conduct mid-cycle review of project progress.,Medium,2025-07-16,user_89,To Do,2025-06-04,11.67,12.34
TASK_88467,Conduct mid-cycle review of project progress.,Medium,2025-07-07,user_36,To Do,2025-06-09,7.73,5.82
TASK_50555,URGENT: System failure requires immediate attention.,Critical,2025-07-12,user_44,Completed,2025-05-30,12.88,14.91
TASK_78892,Task needs completion before end of the day.,High,2025-07-23,user_40,To Do,2025-05-29,8.5,6.79
TASK_53384,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-20,user_3,To Do,2025-05-25,13.86,14.45
TASK_60411,Update user avatars with new icons.,Low,2025-08-04,user_84,To Do,2025-06-06,9.81,9.9
TASK_58870,High priority task: Resolve server outage now.,Critical,2025-06-21,user_83,,2025-06-09,7.54,8.03
TASK_53023,Update user avatars with new icons.,Low,2025-07-24,user_99,To Do,2025-05-27,8.76,11.33
TASK_77169,Update user avatars with new icons.,Low,2025-08-02,user_60,Completed,2025-06-01,3.2,2.53
TASK_99661,Task needs completion before end of the day.,High,2025-07-29,user_87,In Progress,2025-05-29,6.32,6.48
TASK_96509,Immediate action required: Payment system down.,Critical,2025-07-28,user_81,Completed,2025-06-12,2.54,1.42
TASK_94952,Improve UI consistency across all pages.,Low,2025-07-08,user_90,In Progress,2025-05-22,3.94,4.59
TASK_68080,Critical bug in production impacting all users.,Critical,2025-08-16,,To Do,2025-05-31,3.9,3.29
TASK_99189,Enhance logging for future debugging.,Low,2025-06-23,user_46,To Do,2025-05-22,12.01,11.84
TASK_98703,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-09,user_61,In Progress,2025-06-11,4.24,6.88
TASK_82236,Conduct mid-cycle review of project progress.,Medium,2025-07-27,user_3,In Progress,2025-06-08,15.44,13.54
TASK_31090,Organize code comments and improve readability.,Low,2025-07-18,user_47,In Progress,2025-05-22,9.48,11.01
TASK_75581,Critical bug in production impacting all users.,Critical,2025-07-27,user_2,To Do,2025-06-13,7.39,11.12
TASK_14142,Client report must be submitted by evening.,High,2025-07-23,,To Do,2025-06-08,4.41,6.53
TASK_19879,Critical bug in production impacting all users.,Critical,2025-07-15,user_65,Completed,2025-05-22,15.11,16.97
TASK_50532,Client report must be submitted by evening.,High,2025-08-09,user_12,To Do,2025-06-11,10.97,12.55
TASK_99212,Complete documentation for current sprint.,Medium,2025-08-12,user_30,Completed,2025-05-26,13.96,14.21
TASK_12766,Clean up old branches from repository.,Low,2025-08-07,user_14,Completed,2025-05-31,5.93,7.27
TASK_70839,URGENT: System failure requires immediate attention.,Critical,2025-08-12,user_21,To Do,2025-06-11,10.66,11.59
TASK_54063,Update user avatars with new icons.,Low,2025-06-24,user_85,In Progress,2025-06-04,9.83,9.56
TASK_58672,High priority task: Resolve server outage now.,Critical,2025-08-16,user_97,In Progress,2025-06-04,15.05,15.98
TASK_64479,Database optimization needed before backup.,,2025-07-26,user_21,In Progress,2025-06-07,11.47,15.08
TASK_28805,Update user avatars with new icons.,Low,2025-07-04,user_65,Completed,2025-06-04,10.08,10.12
TASK_91575,High priority task: Resolve server outage now.,Critical,2025-07-02,user_80,To Do,2025-05-21,7.3,6.46
TASK_90978,Organize code comments and improve readability.,Low,2025-06-28,user_31,In Progress,2025-05-21,4.11,3.97
TASK_98175,,Low,2025-07-19,user_100,Completed,2025-06-07,8.4,8.79
TASK_27024,Coordinate with design team on layout feedback.,Medium,2025-07-02,user_78,Completed,2025-06-03,2.13,3.39
TASK_19360,Complete documentation for current sprint.,Medium,2025-08-16,user_91,To Do,2025-06-03,7.98,8.7
TASK_66659,Code review required urgently for merge.,High,2025-07-21,user_68,Completed,2025-06-01,6.48,9.29
TASK_58889,URGENT: System failure requires immediate attention.,Critical,2025-07-02,user_64,Completed,2025-05-27,7.13,5.64
TASK_31625,Conduct mid-cycle review of project progress.,Medium,2025-08-10,user_32,Completed,2025-06-11,15.13,13.46
TASK_28021,Coordinate with design team on layout feedback.,Medium,2025-08-03,user_93,,2025-06-04,4.16,4.99
TASK_53571,Task needs completion before end of the day.,High,2025-08-13,user_16,Completed,2025-06-17,15.74,16.74
TASK_93268,Prepare for upcoming product launch this week.,High,2025-07-04,user_83,To Do,2025-06-06,14.68,14.91
TASK_14729,Immediate action required: Payment system down.,Critical,2025-08-02,user_90,Completed,2025-05-29,12.57,15.13
TASK_21514,Update user avatars with new icons.,Low,2025-07-10,user_90,To Do,2025-06-14,8.57,10.36
TASK_88565,Critical bug in production impacting all users.,Critical,2025-07-02,user_65,To Do,2025-06-10,12.0,15.65
TASK_32861,Coordinate with design team on layout feedback.,Medium,2025-08-03,user_25,To Do,2025-05-27,5.4,5.7
TASK_39547,Update user avatars with new icons.,Low,2025-08-10,user_5,In Progress,2025-06-17,10.54,14.35
TASK_58981,Database optimization needed before backup.,High,2025-07-04,user_6,Completed,2025-06-04,4.5,2.88
TASK_52848,Critical bug in production impacting all users.,Critical,2025-07-08,user_49,To Do,2025-06-08,8.59,10.18
TASK_77859,Conduct mid-cycle review of project progress.,Medium,2025-07-30,user_34,Completed,2025-05-26,10.93,9.39
TASK_20793,,High,2025-07-09,user_16,Completed,2025-05-25,10.21,13.69
TASK_62825,Coordinate with design team on layout feedback.,,2025-06-30,user_16,In Progress,2025-06-05,7.22,8.43
TASK_17943,Complete documentation for current sprint.,Medium,2025-07-30,user_16,To Do,2025-06-05,6.29,5.16
TASK_21464,Clean up old branches from repository.,Low,2025-07-14,user_19,In Progress,2025-05-24,9.98,8.73
TASK_14329,Prepare for upcoming product launch this week.,High,2025-07-26,user_93,In Progress,2025-05-27,3.88,6.39
TASK_37322,Critical bug in production impacting all users.,Critical,2025-06-25,user_32,Completed,2025-05-30,14.15,13.64
TASK_97155,Complete documentation for current sprint.,Medium,2025-07-23,user_14,To Do,2025-05-28,2.33,0.92
TASK_70558,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-23,user_40,Completed,2025-05-23,8.16,7.19
TASK_62956,Update user avatars with new icons.,Low,2025-08-13,user_96,To Do,2025-06-16,3.6,3.93
TASK_27235,Update user avatars with new icons.,,2025-07-09,user_58,,2025-06-01,2.34,3.57
TASK_35000,Prepare for upcoming product launch this week.,High,2025-07-16,user_28,In Progress,2025-05-22,13.18,16.39
TASK_93150,,Low,2025-06-22,user_92,In Progress,2025-05-23,10.93,13.91
TASK_54453,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-16,user_87,,2025-05-22,13.44,14.87
TASK_36829,Immediate action required: Payment system down.,Critical,2025-06-27,user_47,To Do,2025-06-13,7.87,9.45
TASK_60979,Task needs completion before end of the day.,High,2025-08-17,user_55,In Progress,2025-06-17,9.74,13.68
TASK_80786,Improve UI consistency across all pages.,Low,2025-07-02,user_67,Completed,2025-06-09,9.29,11.45
TASK_52421,Improve UI consistency across all pages.,Low,2025-08-16,user_24,Completed,2025-06-18,9.23,10.08
TASK_86964,Critical bug in production impacting all users.,Critical,2025-08-11,user_30,In Progress,2025-06-09,7.13,5.7
TASK_45322,Clean up old branches from repository.,Low,2025-06-29,user_68,In Progress,2025-05-24,11.33,9.96
TASK_58756,Improve UI consistency across all pages.,Low,2025-06-28,user_47,To Do,2025-05-22,8.81,7.09
TASK_48941,Prepare for upcoming product launch this week.,High,2025-07-01,user_43,To Do,2025-06-10,8.97,11.31
TASK_62294,Schedule meeting with stakeholders next week.,Medium,2025-07-30,user_43,Completed,2025-06-09,7.55,11.1
TASK_91145,Prepare for upcoming product launch this week.,High,2025-07-25,user_3,To Do,2025-05-21,12.72,11.01
TASK_94571,Client report must be submitted by evening.,High,2025-08-15,user_81,,2025-06-07,12.09,14.99
TASK_31298,Client report must be submitted by evening.,High,2025-08-15,,In Progress,2025-05-27,9.03,10.12
TASK_57526,Prepare for upcoming product launch this week.,,2025-07-27,user_35,In Progress,2025-06-02,2.08,5.68
TASK_31098,URGENT: System failure requires immediate attention.,Critical,2025-07-17,user_73,In Progress,2025-05-23,13.08,11.71
TASK_12618,Enhance logging for future debugging.,Low,2025-08-06,user_96,In Progress,2025-05-21,7.15,10.53
TASK_19508,Schedule meeting with stakeholders next week.,Medium,2025-07-30,user_75,Completed,2025-05-20,6.0,5.61
TASK_52523,Refactor legacy module as per guidelines.,Medium,2025-08-09,user_87,To Do,2025-05-20,11.92,13.21
TASK_21300,Organize code comments and improve readability.,Low,2025-06-23,user_92,In Progress,2025-05-27,7.14,10.66
TASK_66773,Update user avatars with new icons.,Low,2025-07-14,user_46,In Progress,2025-06-18,11.65,14.4
TASK_25221,Conduct mid-cycle review of project progress.,Medium,2025-06-26,user_42,Completed,2025-05-23,7.23,8.78
TASK_64200,Clean up old branches from repository.,Low,2025-06-21,user_53,Completed,2025-06-13,5.43,6.81
TASK_54471,Update user avatars with new icons.,Low,2025-08-17,user_43,To Do,2025-06-16,8.0,6.48
TASK_50989,URGENT: System failure requires immediate attention.,,2025-07-25,user_30,,2025-05-27,3.19,2.69
TASK_50035,Client report must be submitted by evening.,High,2025-08-06,user_26,To Do,2025-06-04,11.47,10.67
TASK_32826,Clean up old branches from repository.,Low,2025-08-08,,To Do,2025-06-05,15.02,14.81
TASK_23609,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-25,user_29,In Progress,2025-06-16,4.78,5.67
TASK_21235,Coordinate with design team on layout feedback.,Medium,2025-08-06,user_19,Completed,2025-06-16,7.52,6.05
TASK_11017,,Critical,2025-07-17,user_18,To Do,2025-06-09,6.35,10.0
TASK_71553,Organize code comments and improve readability.,Low,2025-08-08,user_6,To Do,2025-05-29,12.03,10.88
TASK_68825,Task needs completion before end of the day.,High,2025-07-07,user_82,To Do,2025-06-03,14.57,18.16
TASK_12750,Update user avatars with new icons.,Low,2025-07-15,user_89,To Do,2025-06-12,9.36,13.2
TASK_41201,Update user avatars with new icons.,Low,2025-06-21,user_55,To Do,2025-05-20,12.94,15.79
TASK_65301,Organize code comments and improve readability.,Low,2025-08-04,user_97,To Do,2025-06-10,6.71,5.56
TASK_22026,,Critical,2025-07-15,user_93,In Progress,2025-05-20,13.01,11.91
TASK_18500,Refactor legacy module as per guidelines.,Medium,2025-07-09,user_2,To Do,2025-06-17,12.08,10.4
TASK_45386,High priority task: Resolve server outage now.,Critical,2025-08-17,user_84,Completed,2025-05-30,14.54,17.33
TASK_36304,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-25,user_5,Completed,2025-06-03,6.74,6.7
TASK_16909,Prepare for upcoming product launch this week.,High,2025-06-30,user_68,Completed,2025-06-08,15.96,15.65
TASK_38915,Task needs completion before end of the day.,High,2025-07-03,user_57,In Progress,2025-06-02,7.02,6.48
TASK_47967,Update user avatars with new icons.,Low,2025-07-12,user_15,Completed,2025-05-24,4.39,6.18
TASK_99215,Conduct mid-cycle review of project progress.,Medium,2025-08-03,,In Progress,2025-06-16,3.39,2.2
TASK_81199,Enhance logging for future debugging.,Low,2025-07-19,user_13,Completed,2025-06-05,9.9,13.54
TASK_73477,Organize code comments and improve readability.,Low,2025-06-25,,Completed,2025-05-20,2.3,1.98
TASK_60779,Task needs completion before end of the day.,High,2025-08-12,user_64,In Progress,2025-06-02,9.92,12.68
TASK_68094,Update user avatars with new icons.,Low,2025-06-30,user_1,To Do,2025-05-26,15.26,18.29
TASK_81480,Coordinate with design team on layout feedback.,Medium,2025-08-04,user_16,Completed,2025-05-28,12.43,13.28
TASK_18486,Refactor legacy module as per guidelines.,Medium,2025-07-08,,To Do,2025-06-15,15.19,16.54
TASK_56275,Emergency: Security breach needs to be fixed ASAP.,,2025-07-13,user_52,To Do,2025-06-03,13.13,12.39
TASK_59106,Critical bug in production impacting all users.,Critical,2025-06-28,user_3,In Progress,2025-06-02,11.77,10.03
TASK_99926,Database optimization needed before backup.,High,2025-07-15,user_48,To Do,2025-06-10,11.68,15.48
TASK_72353,Immediate action required: Payment system down.,Critical,2025-07-14,user_10,To Do,2025-06-01,4.82,7.58
TASK_10853,Refactor legacy module as per guidelines.,Medium,2025-07-13,user_71,Completed,2025-06-01,6.03,9.21
TASK_90180,Database optimization needed before backup.,High,2025-06-23,user_52,To Do,2025-05-30,15.68,18.53
TASK_39676,Task needs completion before end of the day.,High,2025-06-30,user_24,Completed,2025-06-08,13.35,16.98
TASK_45244,Immediate action required: Payment system down.,Critical,2025-08-03,user_50,In Progress,2025-05-29,8.41,8.7
TASK_75234,Schedule meeting with stakeholders next week.,Medium,2025-07-15,user_24,To Do,2025-05-20,2.11,2.2
TASK_11203,Complete documentation for current sprint.,Medium,2025-06-19,user_24,Completed,2025-06-04,4.02,5.86
TASK_28374,Database optimization needed before backup.,High,2025-08-10,user_2,In Progress,2025-05-30,3.6,6.95
TASK_58789,Task needs completion before end of the day.,High,2025-07-06,user_15,Completed,2025-05-26,7.25,8.64
TASK_28991,Schedule meeting with stakeholders next week.,Medium,2025-07-05,user_93,Completed,2025-05-24,10.92,13.58
TASK_37821,High priority task: Resolve server outage now.,Critical,2025-07-06,user_44,In Progress,2025-05-25,8.05,7.95
TASK_70600,Task needs completion before end of the day.,High,2025-07-20,user_25,In Progress,2025-06-06,12.94,13.81
TASK_23308,Clean up old branches from repository.,,2025-07-01,user_71,Completed,2025-06-08,13.09,12.89
TASK_70107,Schedule meeting with stakeholders next week.,Medium,2025-07-08,user_51,In Progress,2025-05-22,6.81,4.99
TASK_20358,Database optimization needed before backup.,High,2025-08-06,user_48,In Progress,2025-06-12,14.07,16.79
TASK_98190,Clean up old branches from repository.,Low,2025-07-30,user_46,To Do,2025-06-05,5.99,4.09
TASK_39455,Prepare for upcoming product launch this week.,High,2025-07-17,user_60,In Progress,2025-06-02,6.69,6.32
TASK_95753,Clean up old branches from repository.,Low,2025-07-04,user_67,To Do,2025-05-24,12.82,14.7
TASK_85310,Conduct mid-cycle review of project progress.,Medium,2025-07-14,user_64,To Do,2025-06-06,7.08,10.27
TASK_63757,Clean up old branches from repository.,Low,2025-08-14,user_59,In Progress,2025-05-25,14.92,13.0
TASK_25406,Schedule meeting with stakeholders next week.,Medium,2025-07-28,user_24,,2025-06-01,3.23,2.1
TASK_52309,,Low,2025-06-22,user_5,To Do,2025-06-18,6.71,5.11
TASK_35144,,High,2025-06-30,user_66,In Progress,2025-05-20,10.33,12.68
TASK_18761,Improve UI consistency across all pages.,Low,2025-06-27,user_32,In Progress,2025-06-13,9.7,12.98
TASK_11662,Conduct mid-cycle review of project progress.,Medium,2025-07-05,user_43,Completed,2025-05-29,12.37,12.2
TASK_26522,High priority task: Resolve server outage now.,Critical,2025-08-14,user_94,Completed,2025-05-27,2.11,5.48
TASK_97835,Conduct mid-cycle review of project progress.,Medium,2025-06-19,user_36,To Do,2025-05-23,15.58,14.54
TASK_85600,Client report must be submitted by evening.,High,2025-06-26,user_88,To Do,2025-06-05,13.46,14.61
TASK_70382,High priority task: Resolve server outage now.,Critical,2025-07-26,user_58,In Progress,2025-05-27,7.99,6.4
TASK_58451,Organize code comments and improve readability.,Low,2025-07-01,user_93,To Do,2025-06-08,4.94,6.08
TASK_74024,Database optimization needed before backup.,High,2025-08-01,user_28,Completed,2025-06-12,2.67,5.07
TASK_37083,Update user avatars with new icons.,Low,2025-07-04,user_22,In Progress,2025-05-31,2.87,2.6
TASK_81980,Immediate action required: Payment system down.,Critical,2025-07-11,user_40,Completed,2025-05-30,5.64,8.93
TASK_98867,URGENT: System failure requires immediate attention.,,2025-06-28,user_24,Completed,2025-06-16,13.07,13.09
TASK_75128,Clean up old branches from repository.,Low,2025-07-11,user_77,To Do,2025-05-26,2.03,5.29
TASK_35249,Organize code comments and improve readability.,Low,2025-07-31,user_55,Completed,2025-06-13,8.65,12.53
TASK_79030,Enhance logging for future debugging.,Low,2025-08-15,user_87,To Do,2025-06-08,15.46,16.27
TASK_18636,Update user avatars with new icons.,Low,2025-06-24,user_48,In Progress,2025-06-01,14.4,17.41
TASK_56824,Improve UI consistency across all pages.,Low,2025-08-16,user_97,Completed,2025-06-05,7.6,5.67
TASK_26502,Complete documentation for current sprint.,Medium,2025-08-01,user_35,Completed,2025-06-05,7.96,11.11
TASK_50258,Conduct mid-cycle review of project progress.,Medium,2025-07-01,user_12,To Do,2025-05-24,14.56,15.54
TASK_68983,Immediate action required: Payment system down.,Critical,2025-07-13,user_18,In Progress,2025-06-07,3.42,2.97
TASK_87626,Critical bug in production impacting all users.,Critical,2025-08-12,user_16,Completed,2025-06-16,12.4,10.89
TASK_33814,Conduct mid-cycle review of project progress.,Medium,2025-06-21,user_87,,2025-06-12,3.32,3.99
TASK_60064,Database optimization needed before backup.,High,2025-07-27,user_75,To Do,2025-05-20,4.68,7.61
TASK_63027,Schedule meeting with stakeholders next week.,Medium,2025-07-27,user_76,Completed,2025-05-25,4.91,8.82
TASK_67968,High priority task: Resolve server outage now.,Critical,2025-07-06,user_97,,2025-06-13,15.72,19.28
TASK_12480,Coordinate with design team on layout feedback.,,2025-07-27,user_37,To Do,2025-06-03,2.81,2.6
TASK_48016,Refactor legacy module as per guidelines.,Medium,2025-07-15,user_61,To Do,2025-06-18,5.31,6.82
TASK_94127,Clean up old branches from repository.,Low,2025-07-20,user_21,In Progress,2025-06-06,7.12,6.59
TASK_39893,Conduct mid-cycle review of project progress.,Medium,2025-07-14,,Completed,2025-05-30,4.41,4.61
TASK_37825,Update user avatars with new icons.,Low,2025-07-01,,Completed,2025-06-12,11.9,13.32
TASK_69851,Enhance logging for future debugging.,Low,2025-07-12,user_54,In Progress,2025-06-13,7.01,7.93
TASK_94743,Client report must be submitted by evening.,High,2025-07-28,user_35,Completed,2025-06-10,3.05,2.88
TASK_34097,Emergency: Security breach needs to be fixed ASAP.,,2025-07-20,user_61,Completed,2025-05-31,14.86,12.9
TASK_17002,Refactor legacy module as per guidelines.,Medium,2025-07-17,user_24,Completed,2025-05-24,9.93,11.34
TASK_40799,Enhance logging for future debugging.,Low,2025-08-06,user_26,Completed,2025-05-25,12.47,12.48
TASK_43863,Clean up old branches from repository.,Low,2025-06-23,user_48,In Progress,2025-06-14,14.97,15.47
TASK_38730,Task needs completion before end of the day.,High,2025-06-21,user_11,To Do,2025-06-08,11.82,14.08
TASK_96655,Conduct mid-cycle review of project progress.,Medium,2025-07-11,user_65,,2025-05-31,2.35,5.75
TASK_88684,Task needs completion before end of the day.,High,2025-08-10,user_97,To Do,2025-06-13,15.35,17.94
TASK_47361,Prepare for upcoming product launch this week.,High,2025-07-28,user_87,To Do,2025-06-02,4.19,3.1
TASK_92905,Organize code comments and improve readability.,Low,2025-07-23,,Completed,2025-06-18,6.64,8.78
TASK_75322,Schedule meeting with stakeholders next week.,Medium,2025-07-18,user_18,In Progress,2025-05-31,8.33,10.19
TASK_18516,High priority task: Resolve server outage now.,Critical,2025-06-27,user_86,Completed,2025-05-23,2.69,1.44
TASK_79439,Complete documentation for current sprint.,Medium,2025-07-08,user_46,To Do,2025-06-02,9.89,9.68
TASK_88874,Critical bug in production impacting all users.,Critical,2025-07-10,user_61,Completed,2025-06-13,9.83,10.32
TASK_20112,Task needs completion before end of the day.,High,2025-07-18,user_82,To Do,2025-05-25,12.65,16.1
TASK_85293,,Low,2025-07-18,user_43,,2025-06-09,15.77,16.89
TASK_71784,Complete documentation for current sprint.,Medium,2025-06-25,user_95,In Progress,2025-06-12,2.21,1.85
TASK_60121,Complete documentation for current sprint.,Medium,2025-07-04,user_36,,2025-05-28,7.72,9.35
TASK_48421,Conduct mid-cycle review of project progress.,Medium,2025-06-26,user_48,Completed,2025-06-03,14.53,12.9
TASK_33115,Critical bug in production impacting all users.,Critical,2025-08-02,user_93,Completed,2025-06-07,9.2,11.1
TASK_26257,High priority task: Resolve server outage now.,Critical,2025-07-15,user_63,To Do,2025-06-07,2.5,6.48
TASK_67053,Refactor legacy module as per guidelines.,Medium,2025-08-02,user_97,In Progress,2025-06-10,12.86,16.54
TASK_29143,Update user avatars with new icons.,Low,2025-08-03,user_20,In Progress,2025-06-05,9.57,9.16
TASK_64822,Organize code comments and improve readability.,Low,2025-08-02,,In Progress,2025-05-22,9.22,11.55
