task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_07185,particularly range resource society data executive seem ok require card house book soon tax.,,2025-06-11,,Blocked,2025-05-11,10.41240325566121,13.391296895082254
TASK_07186,apply image station language already great. 🔥,Medium,2025-06-16,user_45,,2025-04-25,2.6860273257478804,1.389619798050218
TASK_07187,piece game through station practice race return interest true scientist. <br>,High,2025-06-09,user_93,To Do,2025-05-13,5.981357115306846,8.549853734213785
TASK_07188,natural future energy test rich. 🔥,High,2025-06-23,user_42,Done,2025-05-04,6.0062746668533915,3.855947381628801
TASK_07189,between must consumer interest past poor note. asap,High,2025-06-04,user_32,In Progress,2025-04-30,5.9013005303967585,7.689430883062373
TASK_07190,white herself run forward be single explain may risk during on. 🔥,High,2025-06-14,user_2,In Progress,2025-04-28,11.90846081224172,11.762278765090405
TASK_07191,interesting series wear on discover.,Low,2025-04-25,user_75,To Do,2025-04-24,7.676489974336867,9.631457824495156
TASK_07192,nation husband fish its place family name late use fight better natural design risk bad side when fall food big.,Medium,2025-04-24,user_65,To Do,2025-04-19,10.125233102711473,9.7121142413311
TASK_07193,month drive window body always style car nor another write especially.,High,2025-05-22,user_26,Done,2025-04-15,6.702550353804435,10.048512560537311
TASK_07194,,Medium,2025-04-26,user_10,To Do,2025-04-20,9.497596691179572,12.396200915402401
TASK_07195,why old catch per direction series good poor high.,High,2025-06-07,user_80,Done,2025-04-23,7.187044962374122,12.624202826389347
TASK_07196,american lot strong cell window month.,Critical,2025-07-04,user_11,To Do,2025-05-25,11.937224121537765,11.509454052698377
TASK_07197,it decide pretty strategy.,Medium,2025-07-17,user_74,To Do,2025-05-28,11.07579038447686,9.276205954399652
TASK_07198,small onto particular wind customer.,High,2025-06-22,user_9,In Progress,2025-04-25,11.689572749600769,11.07776817000148
TASK_07199,citizen baby natural this term firm bag. asap,Medium,2025-05-22,,Blocked,2025-05-06,7.063981293334573,5.193981987735138
TASK_07200,could have fight hotel since so resource customer road why about minute feel season study food.,Medium,2025-06-08,user_36,In Progress,2025-04-17,6.895176358303697,7.463600834992908
TASK_07201,safe human assume attention way decision take church turn affect him during.,Low,2025-06-27,user_33,Done,2025-05-31,14.137211591336271,14.68631173571978
TASK_07202,like large bar third beyond mr grow economic interview whether even long student feeling law but capital successful. please do it asap,Medium,2025-05-29,user_96,Done,2025-04-23,13.045001763318506,11.251624086290054
TASK_07203,very once expert hour civil responsibility run picture maintain.,High,2025-05-26,user_81,Done,2025-04-27,7.2464394952464835,6.271123213374267
TASK_07204,short whose his open idea address my. 🔥,Low,2025-05-18,user_79,Done,2025-05-05,11.846988994929804,11.203407606888781
TASK_07205,turn certainly subject cup early order reach.,Medium,2025-07-13,user_80,To Do,2025-05-24,11.201605462923679,7.407592208320791
TASK_07206,safe require pass indicate nice evening attorney without whose capital his man be option eye.,Medium,2025-06-21,user_28,In Progress,2025-04-28,12.19205365737225,13.672820289397533
TASK_07207,return agent side it build option attack six.,Critical,2025-05-24,user_3,To Do,2025-05-04,10.951658155410787,13.032037983624623
TASK_07208,child voice dog city scientist tv ready floor attention.,High,2025-05-27,user_24,In Progress,2025-04-28,7.980834134308546,7.485719497661615
TASK_07209,raise thing career phone song whom on most loss science certainly fill especially.,Critical,2025-05-17,user_45,Blocked,2025-05-03,8.366700959975383,10.414979974473951
TASK_07210,process end evening sport figure prove evidence you live measure hard such forget husband.,High,2025-05-28,user_26,Done,2025-05-16,10.976175203904521,11.68778199314464
TASK_07211,,Medium,2025-06-08,user_70,In Progress,2025-04-15,5.657886265562347,5.207227669148378
TASK_07212,performance someone cold month. <br>,High,2025-06-20,user_62,In Progress,2025-05-19,7.420617316285201,7.561118865875638
TASK_07213,modern road war community part too economic. <br>,,2025-05-19,user_57,Done,2025-05-04,4.500511742138888,2.235298947878992
TASK_07214,,Critical,2025-07-02,user_78,In Progress,2025-05-09,5.873002878863833,9.217082507406232
TASK_07215,a happy economic successful dog feeling.,Critical,2025-05-27,user_36,To Do,2025-04-14,6.652605134341944,5.0471598686990236
TASK_07216,ahead night marriage region wife show poor moment huge. please do it asap,Low,2025-06-15,user_32,In Progress,2025-05-10,6.270099260552465,6.7739655327205375
TASK_07217,democratic book movie country without.,Critical,2025-05-26,user_84,To Do,2025-04-12,1.0,-2.5166573783686568
TASK_07218,very place heavy no value show community only interest stop final case explain reality site.,Medium,2025-06-12,user_12,,2025-05-03,5.938831856570393,4.4288337057412015
TASK_07219,nor less organization machine have study many cover structure prove foreign.,Low,2025-07-08,user_47,In Progress,2025-05-18,9.563779778343648,8.745169700142014
TASK_07220,school outside significant hospital pass democratic relationship.,Critical,2025-07-18,user_23,To Do,2025-05-26,2.291775330198951,6.478607989641824
TASK_07221,play on watch wind individual argue home wide. please do it asap,,2025-06-12,user_98,To Do,2025-05-08,11.991504744479919,9.296730778422939
TASK_07222,figure movement science consider local certain specific free standard institution such interesting.,High,2025-07-13,user_12,In Progress,2025-05-28,6.734751955619753,6.623759425833816
TASK_07223,visit large official either.,High,2025-06-10,user_94,To Do,2025-05-15,9.24528400677686,11.704092161583883
TASK_07224,picture fact single development usually behavior until piece interesting.,Low,2025-05-17,user_27,Done,2025-04-11,4.124928576651124,1.7878087526015598
TASK_07225,,Medium,2025-07-03,user_43,To Do,2025-05-19,7.6713332197682815,5.145371630616967
TASK_07226,,Low,2025-07-08,user_61,Done,2025-05-27,7.404133303814569,8.272653131647985
TASK_07227,now cell dark although husband energy care today now.,Low,2025-05-18,,Done,2025-04-10,8.756707718055193,9.250118599704269
TASK_07228,model worry threat manager provide but room decision simple race management too organization true.,Medium,2025-07-20,user_24,To Do,2025-05-23,9.459219074162771,10.876145598124351
TASK_07229,home study explain time manage no current something yet hair whom morning be development.,Medium,2025-04-22,user_22,In Progress,2025-04-12,6.020720899409829,8.37865094554502
TASK_07230,trip sea song rather laugh play seek board remain seven name far likely market style forget.,High,2025-06-26,user_85,In Progress,2025-05-07,7.886037177080357,9.312800336190735
TASK_07231,well time make politics among material environmental draw add.,High,2025-06-16,user_49,To Do,2025-04-30,7.387008928252701,5.1042603025154065
TASK_07232,resource somebody world let beyond culture.,High,2025-06-06,user_66,To Do,2025-04-14,11.58109184314188,13.052943350642765
TASK_07233,small weight matter class current pull seven them what whom low.,Medium,2025-06-10,user_97,In Progress,2025-04-24,6.632995615975371,1.396368089466602
TASK_07234,audience develop artist choice well mind once have.,Medium,2025-06-22,user_28,,2025-06-02,5.671606207965749,9.198584924994329
TASK_07235,yet doctor yet room gas especially meet. please do it asap,Low,2025-06-17,user_95,Done,2025-06-02,8.896397001657572,8.630045422734899
TASK_07236,nature rich sure door paper east debate machine claim air nearly learn. thanks!,Low,2025-05-22,user_35,In Progress,2025-04-11,7.55126445210675,6.13518717260552
TASK_07237,focus because position his learn standard organization arm. please do it asap,Medium,2025-06-29,user_49,In Progress,2025-05-05,6.818535913530791,9.139266543259918
TASK_07238,lawyer recent billion think short responsibility energy society mission cultural couple yeah include. thanks!,Medium,2025-06-03,,In Progress,2025-04-21,9.846177764202205,9.8888497761002
TASK_07239,pattern because baby term full.,High,2025-05-20,user_32,To Do,2025-04-28,7.273721119113868,10.018847819095978
TASK_07240,fast pass case wait deep management entire. please do it asap,High,2025-06-25,user_10,In Progress,2025-04-28,7.964314844787283,8.16340822625695
TASK_07241,those energy share television fall color administration. !!!,High,2025-06-16,user_41,In Progress,2025-05-31,9.939319496846867,8.88695507299478
TASK_07242,few fill day continue space consumer right hot rate live teach several study note political hope industry do wind.,High,2025-06-28,user_63,To Do,2025-06-05,13.325190949867789,12.622030851432049
TASK_07243,guess decade leader eat civil miss read exist traditional protect approach challenge. !!!,High,2025-06-30,user_51,In Progress,2025-05-14,13.143532914885768,10.93733782162132
TASK_07244,everyone study international get who allow teach.,Critical,2025-06-02,user_66,In Progress,2025-05-10,9.506165224264116,7.821977930554893
TASK_07245,interesting design stay building let.,Low,2025-05-23,user_35,Done,2025-04-24,6.41917047871155,7.992690796603765
TASK_07246,last yard growth it land way.,Low,2025-06-29,user_83,To Do,2025-05-22,6.278406356889549,6.302295420790558
TASK_07247,public scene story item role should measure myself rich young.,High,2025-06-25,user_95,In Progress,2025-05-13,9.006092317897252,11.132676759763283
TASK_07248,director put officer third scientist.,,2025-05-28,user_57,To Do,2025-05-02,9.629624454246823,7.7741601479840075
TASK_07249,use rich leader choice case democratic behavior marriage learn but mission provide realize off party true nearly.,Medium,2025-05-09,user_42,To Do,2025-04-19,5.685863928810829,8.308800062181295
TASK_07250,call recognize writer allow may shoulder necessary water control machine brother trip.,Low,2025-05-25,user_55,,2025-04-25,6.9611242216508185,7.341650995879469
TASK_07251,pressure as ask investment someone.,High,2025-06-09,,To Do,2025-05-06,8.01225828810544,6.767108182453166
TASK_07252,live total space establish draw social strategy degree full agree star end military prove.,High,2025-06-20,,To Do,2025-05-12,6.197570371903143,6.11193900998092
TASK_07253,pm people dinner we arrive enjoy popular ready painting key we material drug interest open.,Low,2025-06-25,user_89,To Do,2025-05-20,9.77641946444613,8.718397971193829
TASK_07254,clearly message lay defense present song.,Medium,2025-06-26,user_76,To Do,2025-05-23,1.0,-0.7328116795208601
TASK_07255,,High,2025-05-08,user_69,Done,2025-04-11,11.042796547716096,12.806704311584443
TASK_07256,center capital whether travel church term usually apply final.,Medium,2025-07-01,user_80,To Do,2025-05-20,8.488084859427056,11.98134683135629
TASK_07257,general study country fill at i control agency little leader.,Medium,2025-06-02,user_63,Blocked,2025-04-24,11.117554754771371,12.06165357420543
TASK_07258,be purpose evidence shake whatever.,High,2025-04-22,user_60,Blocked,2025-04-16,8.175857667490902,7.004721975224406
TASK_07259,three difference talk available wear news.,Low,2025-05-29,user_51,To Do,2025-04-15,9.577343336814435,6.157674857938844
TASK_07260,travel sometimes book attorney relationship everyone prove commercial someone word husband rich art large force identify beautiful thing.,Medium,2025-06-09,user_18,In Progress,2025-05-30,12.77294911947424,15.085397407128745
TASK_07261,section simply network congress must try can issue sure son.,High,2025-07-19,user_19,In Progress,2025-05-23,6.782030315813348,5.526956475420025
TASK_07262,require green fine movement cut force million quite apply.,Low,2025-05-23,user_55,Done,2025-05-01,9.57370852613049,10.148142726048468
TASK_07263,edge large away conference thought total ground full however reflect star grow. <br>,Medium,2025-06-14,user_91,,2025-05-23,6.26208320096402,6.702186903461268
TASK_07264,,Low,2025-07-13,user_22,In Progress,2025-05-25,8.348667651802305,7.183965751287103
TASK_07265,appear follow discuss music late score dream. thanks!,High,2025-05-09,user_30,Done,2025-05-08,7.485036499265626,4.37658584546543
TASK_07266,me and my tell product summer member lot program role generation shoulder action step.,Critical,2025-07-05,user_18,Blocked,2025-05-25,8.493836163047892,7.283282839264058
TASK_07267,boy turn popular important animal.,,2025-05-27,user_28,To Do,2025-04-09,8.463496972721016,12.706064748996909
TASK_07268,even wall about wall simple run agree house discuss affect.,Medium,2025-05-12,,Blocked,2025-04-17,7.690200284008904,6.101407733188281
TASK_07269,hundred under support enter usually wide fire true hair usually.,Low,2025-04-16,user_7,In Progress,2025-04-10,1.0,0.966116132394939
TASK_07270,his generation become her box buy market room already few event protect social indicate police southern realize.,Critical,2025-05-08,user_52,To Do,2025-04-16,6.697727500360968,4.278970137565219
TASK_07271,onto employee manage center into until protect station forward.,High,2025-06-01,user_98,In Progress,2025-05-11,11.060636909936948,10.65554981865429
TASK_07272,bag decide senior mind real suggest traditional effort run place whom ball focus.,Critical,2025-06-10,user_97,To Do,2025-05-24,6.564994499313633,4.418641142043601
TASK_07273,option public soon fund fire to store it on who a.,Low,2025-06-15,user_55,Done,2025-05-21,13.86443416240522,12.036616932220245
TASK_07274,week western machine thank maintain sense trade range early back relate kitchen.,High,2025-07-10,user_61,,2025-05-13,10.834745993575169,12.13060200510562
TASK_07275,cell live know quite.,Medium,2025-06-06,user_78,To Do,2025-06-05,10.499829797806624,10.094255027644254
TASK_07276,very program level oil treat possible strong forget sign discuss hold ground true scene she else reflect back.,Medium,2025-06-27,user_32,Blocked,2025-05-15,13.356388047744163,13.423372595999773
TASK_07277,evening deal evening woman admit development remain already less determine than suddenly truth. thanks!,,2025-06-03,user_74,Blocked,2025-05-08,7.120774733948781,9.03890547887373
TASK_07278,prevent letter about nice suggest country turn interest.,Low,2025-06-13,user_63,In Progress,2025-04-17,11.273906067295574,11.701504440153148
TASK_07279,game explain trip body recognize.,Medium,2025-07-12,user_83,To Do,2025-05-14,16.487162628450612,15.949779291040375
TASK_07280,our work look water type example public huge. <br>,Critical,2025-05-12,user_24,In Progress,2025-04-30,7.263866251778873,4.840624396059802
TASK_07281,,Medium,2025-05-24,,To Do,2025-04-18,5.82055468671931,1.5189531203416413
TASK_07282,society pass risk watch edge choose former live.,Medium,2025-05-31,user_82,,2025-05-04,6.554337141076425,7.96625733213864
TASK_07283,decision figure officer enough look fill season goal game pressure cost any state go. !!!,Low,2025-05-30,user_62,In Progress,2025-05-17,3.810817053926966,4.538688167580307
TASK_07284,teach enough cover outside over across enough.,Critical,2025-04-25,user_21,In Progress,2025-04-07,9.845262082259172,13.594122745501174
TASK_07285,wife as popular effort already hour number business across computer woman artist interesting on.,Medium,2025-07-27,user_25,,2025-06-04,7.676562150520332,6.455700709727125
TASK_07286,age likely opportunity political force spring approach. asap,Medium,2025-05-22,user_97,To Do,2025-04-10,10.250014307021807,8.690538195596101
TASK_07287,history add choice nation activity short wear institution see family price sure own leave seven between. please do it asap,Medium,2025-04-24,user_89,Blocked,2025-04-16,7.719511351251145,8.445157099190771
TASK_07288,heavy treat represent strong likely season month past letter my natural art where among. !!!,Medium,2025-07-07,user_80,In Progress,2025-05-25,5.602257876413642,3.144007489726858
TASK_07289,possible near nor responsibility economic head any develop case top teacher material five late.,High,2025-05-13,user_26,To Do,2025-04-12,1.2871216243334374,-1.7207466355195042
TASK_07290,stuff tend left understand parent lawyer million say none office thus star.,Low,2025-05-18,user_9,To Do,2025-05-03,6.214230859882415,6.907015342297058
TASK_07291,approach level politics professional interesting health activity response idea surface always. thanks!,High,2025-05-25,user_86,Done,2025-04-07,8.99568645637057,7.758718780366273
TASK_07292,else cut system follow establish mission knowledge identify information most floor require nor.,Medium,2025-05-03,user_45,Blocked,2025-04-10,8.216974195371831,8.855793960950908
TASK_07293,themselves population determine summer away about method why law whom begin stay interesting cultural right.,Medium,2025-06-13,user_7,In Progress,2025-05-13,9.633808029457185,12.668902492390481
TASK_07294,themselves somebody to suggest.,Medium,2025-07-10,user_43,Done,2025-05-31,11.345014645538518,13.015587497752113
TASK_07295,recent live east or above civil article hair network trouble dog wear attention against.,,2025-06-03,user_20,To Do,2025-05-09,6.873446019636569,6.783459062027022
TASK_07296,similar range at fill others themselves.,Medium,2025-05-09,user_16,To Do,2025-05-02,6.66211267145064,3.5266319868609437
TASK_07297,group travel direction condition dinner change middle their baby article data pick much although reveal her painting interview attention explain. 🔥,High,2025-06-27,user_97,In Progress,2025-05-11,3.393681355478135,5.399858462310844
TASK_07298,affect property condition test affect whom practice our table book run per enjoy body whole.,Low,2025-06-21,user_83,To Do,2025-05-07,9.510354214737424,9.94857478507503
TASK_07299,movement yard stage policy decide lay first alone effect report capital right none also nature particularly. thanks!,Medium,2025-06-04,user_77,In Progress,2025-05-11,8.931652313709076,6.182655569186334
TASK_07300,no mother brother you help step water performance behavior success mean. <br>,Medium,2025-05-30,user_30,To Do,2025-05-11,9.45134004725846,7.688120249089632
TASK_07301,common international fast rate election participant bag finish attention age important.,High,2025-07-02,user_99,To Do,2025-06-01,7.116366630023933,6.396168343425849
TASK_07302,however at fact consider put way front people. thanks!,Critical,2025-07-11,user_48,In Progress,2025-05-30,7.164619939271341,12.286948726594396
TASK_07303,whom book note nature team wife case government man to.,Low,2025-05-26,user_54,To Do,2025-05-05,14.006730424238055,13.319529478433152
TASK_07304,successful practice run student small throughout apply present eight play son.,High,2025-06-19,user_19,In Progress,2025-05-25,10.989744911647236,9.135557656565553
TASK_07305,care memory ago bed beyond.,High,2025-06-25,user_98,Done,2025-05-07,6.4585121999515644,6.279986728012383
TASK_07306,,Medium,2025-05-25,user_71,To Do,2025-04-08,4.910481285830902,6.206202456491787
TASK_07307,nearly could them become letter seat how.,High,2025-06-26,user_49,In Progress,2025-05-02,10.484861142063716,11.374686492415519
TASK_07308,know least enjoy leader positive movement not.,High,2025-05-17,user_94,Blocked,2025-04-08,10.941559583505969,11.634739740028815
TASK_07309,middle wife up woman hospital much approach good several energy. 🔥,Low,2025-06-25,user_64,Done,2025-05-03,3.624978558782617,5.836016727008698
TASK_07310,,Medium,2025-05-13,user_80,To Do,2025-04-11,10.063397683354488,7.0819232371203045
TASK_07311,own leave plan level do word day challenge machine. <br>,Medium,2025-06-02,user_86,Done,2025-05-25,4.0867311951620335,5.973095895660672
TASK_07312,prevent hope site character data sister bed minute play ball you foot north fly some.,Medium,2025-06-05,user_12,To Do,2025-05-30,9.922092285900113,11.777842304279865
TASK_07313,point fast fight third various because size join recently few dinner news.,High,2025-04-14,user_55,Blocked,2025-04-11,13.142222305921205,16.085440446750088
TASK_07314,,Medium,2025-05-07,user_80,To Do,2025-05-05,8.86021083985161,4.872415001564022
TASK_07315,industry three hear move produce woman together building.,Medium,2025-05-23,,To Do,2025-05-11,9.168615336739613,6.93201154531087
TASK_07316,budget special continue though detail dark somebody edge dinner car group energy stock share.,Low,2025-05-09,user_87,Done,2025-04-23,7.1208796969122155,5.075736498584064
TASK_07317,others least election air world option then.,Medium,2025-06-29,user_23,In Progress,2025-05-11,9.415528626318089,8.161964463066369
TASK_07318,thought able forward game training north.,High,2025-06-06,user_55,In Progress,2025-04-12,7.478951724542426,7.798663580681986
TASK_07319,fill modern get half enjoy set eight approach business serve cause speech door tend production country pass room. thanks!,Medium,2025-05-11,user_30,Done,2025-04-24,6.1145804901837035,3.9221462007939825
TASK_07320,give let himself stop full trouble note consider moment but sure than official politics southern bank. 🔥,Medium,2025-05-29,user_1,To Do,2025-04-17,8.508493031077606,5.732944183387934
TASK_07321,republican serve member against cell them process many message wall voice appear success page bar.,Medium,2025-06-29,user_69,To Do,2025-06-04,10.388465669842265,12.27367180901033
TASK_07322,huge sort bill grow. thanks!,Medium,2025-06-18,user_11,Blocked,2025-04-25,9.773863929869478,9.645343287488812
TASK_07323,reduce mr against.,High,2025-05-22,user_25,To Do,2025-04-19,12.800042990308045,12.889633366551704
TASK_07324,practice customer hold charge difference film which role shoulder their message contain detail affect long west everybody partner window live.,Low,2025-06-18,user_60,,2025-05-19,11.659132428976054,7.834545822948229
TASK_07325,,Low,2025-06-01,user_19,To Do,2025-04-22,1.765407560741659,-0.9259678739426014
TASK_07326,radio across agreement federal want treatment treat bar.,,2025-07-07,user_71,To Do,2025-05-10,5.683007049185866,3.0557045054467102
TASK_07327,reach movement new data easy company imagine wish project per radio.,Low,2025-07-06,user_74,To Do,2025-05-09,13.61700115238244,12.21084470914967
TASK_07328,article forget teach total share bag away happen nice.,Medium,2025-06-16,user_25,To Do,2025-06-04,11.094533205996914,9.871637924252191
TASK_07329,various begin community structure vote similar mother discuss boy beat. thanks!,Medium,2025-07-27,user_29,Done,2025-05-31,8.738045551994754,8.929243407618713
TASK_07330,door trial modern body first ever record fly range. <br>,Medium,2025-05-27,user_67,Blocked,2025-04-26,5.1315997546502725,6.222738773221058
TASK_07331,arrive whatever author air question focus lot.,High,2025-06-02,user_14,In Progress,2025-04-09,7.768223874299952,8.670224262545245
TASK_07332,choice skill data. !!!,High,2025-06-11,user_32,Done,2025-05-19,4.872018185769783,1.3611159957956427
TASK_07333,standard beyond good field determine stock large set opportunity.,Medium,2025-05-18,user_96,To Do,2025-04-10,5.230354570749265,9.380927999607303
TASK_07334,all receive first much resource send hair yard security now two kid happen ready majority.,Medium,2025-06-28,user_89,In Progress,2025-05-14,10.301786166014644,6.684433280070874
TASK_07335,seven region nothing appear identify participant.,Medium,2025-06-16,user_76,In Progress,2025-04-22,13.386669619031967,13.569247537932151
TASK_07336,decision throw compare agency eat pay material likely study.,,2025-05-30,user_73,In Progress,2025-04-28,10.042222342782798,12.742416932388952
TASK_07337,close score east do.,Medium,2025-05-29,user_55,In Progress,2025-04-12,10.685730100328962,10.476133228008162
TASK_07338,family employee same method remain school change heavy financial scene off much especially expert pm southern compare guess store.,Low,2025-04-24,user_43,To Do,2025-04-22,7.682913483457183,4.220072505198521
TASK_07339,step weight go too second property business.,Critical,2025-06-05,user_87,To Do,2025-05-19,11.630378774754979,11.959794207360718
TASK_07340,month speech talk within population civil night nation likely serve claim.,,2025-05-31,,In Progress,2025-05-18,14.285477794062526,13.167675863321591
TASK_07341,property hotel write fight hold.,High,2025-06-24,user_37,In Progress,2025-05-02,8.831105922262731,10.546783738655124
TASK_07342,move fine professor weight deal edge feel live better produce difficult sort agree.,Medium,2025-05-30,user_55,To Do,2025-05-16,9.324012764810114,13.52504228754751
TASK_07343,itself teach drive wait over arm body task begin.,Low,2025-06-13,user_84,Done,2025-05-26,8.644118841903495,7.181889773109469
TASK_07344,law last former himself artist else leave weight business. <br>,,2025-06-21,user_65,To Do,2025-05-22,9.371215349375571,8.45104368762142
TASK_07345,history fall boy heavy or scene once. !!!,Medium,2025-07-25,user_31,Done,2025-06-03,13.024887916204413,11.480516856502314
TASK_07346,begin significant more under cost at plan mean production.,High,2025-07-20,user_23,Blocked,2025-06-02,11.92599134312282,12.59845652018011
TASK_07347,hit grow education charge or computer oil book project stop public actually address.,Medium,2025-06-08,user_36,Blocked,2025-04-21,9.202156134341653,8.619443100992449
TASK_07348,,,2025-05-14,user_45,To Do,2025-04-23,9.222724412411795,13.387001230309071
TASK_07349,certain suffer professional next role brother past energy apply if audience thank.,High,2025-06-27,user_41,Blocked,2025-05-22,8.642228936980278,7.10830435630901
TASK_07350,nothing room quality yes. 🔥,,2025-06-04,user_44,To Do,2025-05-27,9.497808839987993,9.491051226869137
TASK_07351,usually already sort become small piece race.,Low,2025-05-28,user_93,In Progress,2025-05-18,8.16532679472101,10.785144057177837
TASK_07352,degree take general manage first far drug.,High,2025-05-29,user_17,Blocked,2025-05-15,8.857585153669095,7.897566700166488
TASK_07353,head born half reach herself. thanks!,Medium,2025-05-12,,Done,2025-04-07,5.007192244291395,5.355890134430692
TASK_07354,economic woman less large sometimes.,Medium,2025-06-16,user_62,Done,2025-05-11,10.276553380587037,9.959396558969402
TASK_07355,second level on seat subject among drug small outside with air myself. <br>,High,2025-06-03,user_18,To Do,2025-05-25,11.728837720379618,15.07150871675478
TASK_07356,natural society everything author however near wear raise hundred institution listen now amount.,Critical,2025-06-10,user_71,To Do,2025-05-16,10.140675158573995,11.117176488768386
TASK_07357,kid individual impact discussion evidence before film report kid thousand within two however manage develop include.,,2025-04-19,user_3,Blocked,2025-04-07,13.532877071407839,15.56042925517798
TASK_07358,avoid edge serve central other.,Low,2025-06-03,user_4,To Do,2025-05-20,2.9835201711771475,-1.4973897360779134
TASK_07359,yard fine quite entire stop box almost follow believe contain door understand.,High,2025-05-20,user_69,To Do,2025-04-27,8.21208185930985,5.601689707787767
TASK_07360,indeed six protect likely seat plant. <br>,Low,2025-05-07,user_13,In Progress,2025-04-20,9.827542677436954,10.144550655396522
TASK_07361,government at even wear kid responsibility cause will.,High,2025-04-23,,In Progress,2025-04-21,7.750166889783441,7.807881656069476
TASK_07362,past rock anyone guess record like appear increase would identify office not born baby buy job drop meet me.,High,2025-07-05,user_72,,2025-05-09,11.434218763757402,10.455797782662739
TASK_07363,light candidate just light. !!!,Low,2025-06-20,user_27,Done,2025-05-12,7.7041734300341105,8.336566810429881
TASK_07364,media fine know each change cost parent cost information.,,2025-05-16,user_47,To Do,2025-04-18,5.410738269416068,8.137165037769778
TASK_07365,meeting space decision democratic industry window mouth myself party. <br>,Medium,2025-06-15,user_96,Blocked,2025-05-06,8.845880592788905,10.748443673426843
TASK_07366,country check should sea back party beautiful attorney right writer feel next home site community tv. 🔥,Medium,2025-06-04,user_2,In Progress,2025-04-19,5.6962317899679356,8.333044872430655
TASK_07367,to report energy green phone. 🔥,Medium,2025-07-17,user_49,In Progress,2025-05-26,8.705690285087629,8.194729503390379
TASK_07368,class four whole medical theory boy.,Medium,2025-06-10,user_63,In Progress,2025-05-06,9.66895068249253,8.030953604629001
TASK_07369,different wrong as ahead if final foreign hand.,Critical,2025-06-24,user_97,,2025-05-03,8.120971260461408,5.616365834625737
TASK_07370,fish who fill wear everything.,Medium,2025-07-08,user_56,Done,2025-05-31,4.74456759251818,3.8994799534836346
TASK_07371,between wind her wish clearly thank artist art either consider response maybe understand set idea he.,High,2025-05-13,user_48,To Do,2025-04-29,9.367387992968744,8.234745725350159
TASK_07372,season explain together general raise consider pattern bank suddenly product. 🔥,Medium,2025-05-10,user_73,Done,2025-04-30,5.044494206546927,8.744332460358503
TASK_07373,education share under life act bad. thanks!,Low,2025-07-24,user_10,To Do,2025-05-29,9.755594829705892,10.093071209941463
TASK_07374,attorney country blue life decade help still ahead knowledge rich hundred soldier traditional could early. <br>,Low,2025-06-01,user_60,In Progress,2025-05-09,8.644809336452319,8.70867515247016
TASK_07375,thus leg voice go spring night character mean politics democrat thank past among concern edge trade. please do it asap,Low,2025-06-06,user_39,Done,2025-05-01,8.007305625815128,8.121361543511707
TASK_07376,leave west remember believe trade international. thanks!,High,2025-06-29,user_60,Blocked,2025-05-25,1.782220855568708,-0.014235997516963028
TASK_07377,war late bill dog five entire difference already almost my middle hundred quite. please do it asap,High,2025-05-10,user_52,To Do,2025-04-12,5.347509752106215,7.94584042473049
TASK_07378,hospital rock trial always win number draw record child prevent decision art voice.,Low,2025-06-24,user_51,To Do,2025-05-18,8.660560913994896,5.762292847105638
TASK_07379,truth college until seven in education already difficult choice meeting movement most stay once indeed fight half american reality your. please do it asap,Critical,2025-06-09,user_29,Blocked,2025-04-17,7.239043235694325,6.542671606859139
TASK_07380,movement sure material leg mean century campaign.,Medium,2025-05-15,user_12,To Do,2025-05-04,6.521978521495923,6.435163365270164
TASK_07381,,Medium,2025-05-09,user_23,To Do,2025-04-08,5.558507499968694,2.514276279193272
TASK_07382,central notice family teacher someone research sure camera rest simple develop meeting democratic. 🔥,Low,2025-05-19,user_53,To Do,2025-05-06,4.872612992285733,3.9927948603760797
TASK_07383,listen fast method significant already reflect tax car commercial plant institution degree.,High,2025-07-25,user_23,In Progress,2025-06-02,4.901197569037478,6.509879258283845
TASK_07384,relationship trip explain figure plant probably child body we similar here whole finally challenge thought nice.,Medium,2025-06-10,user_96,In Progress,2025-04-24,5.6382752829423985,1.7632394995385043
TASK_07385,commercial sure commercial attorney story tree every military reduce machine. !!!,Medium,2025-05-26,user_25,Blocked,2025-05-10,3.590393608199088,7.192285769640389
TASK_07386,international shoulder former project deep result quickly.,Medium,2025-07-09,user_7,In Progress,2025-06-04,11.882981885625913,9.354423816333199
TASK_07387,sport stay accept either. !!!,Medium,2025-07-09,user_85,,2025-05-11,6.648819452438454,11.460097679819864
TASK_07388,beyond everyone voice free mother according but study question road hand song still myself avoid two.,Medium,2025-06-29,user_42,,2025-05-17,9.021977485075109,9.368482070882678
TASK_07389,hotel start leg hospital lay factor establish play myself.,Medium,2025-06-18,user_39,In Progress,2025-04-30,7.556678662182176,5.252463453792848
TASK_07390,teach how dark top common store among court question else or degree leg become white like significant television. please do it asap,Critical,2025-06-09,user_56,Blocked,2025-05-09,7.044364099443809,11.257819958399558
TASK_07391,author upon still poor wonder total forget degree third walk side anyone want training likely court stock soldier leg.,Medium,2025-06-17,user_16,Blocked,2025-05-26,11.96250765754818,14.380385632805302
TASK_07392,west religious foot fine together trial develop natural must toward. please do it asap,High,2025-05-26,user_19,In Progress,2025-04-11,8.646303293448875,11.42728906316834
TASK_07393,,High,2025-04-15,user_15,In Progress,2025-04-09,4.004191176204421,5.252058728579538
